	6-azauridine	Abacavir	Acyclovir	Asunaprevir	Atazanavir	Baloxavir_marboxil	Bictegravir	Bleomycin	Boceprevir	Camostat	Cenicriviroc	Censavudine	Chloroquine	Cobicistat	Cyclosporin_A	Daclatasvir	Darunavir	Didanosine	Dolutegravir	Efavirenz	Elbasvir	Eltrombopag	Elvitegravir	Emtricitabine	Etravirine	FK506	Fosamprenavir	Ganciclovir	Glecaprevir	Glycyrrhizin	Grazoprevir	Herbacetin	Indinavir	Lamivudine	Laninamivir	Ledipasvir	Letermovir	Lopinavir	Maraviroc	Maribavir	Mizoribine	Mycophenolic_acid	Nelfinavir	Nevirapine	Nitazoxanide	Oseltamivir	Pentoxifylline	Peramivir	Phenothiazine	Pibrentasvir	Presatovir	Protein_phosphatase_1	Pyrazofurin	Raltegravir	Remdesivir	Rhoifolin	Ribavirin	Rifabutin	Rilpivirine	Rimantadine	Ritonavir	Saquinavir	Simeprevir	Sofosbuvir	stavudine	sulfamethoxazole	Teicoplanin	Tenofovir	Tenofovir_alafenamide	Tenofovir_disoproxil	Tipranavir	Trimethoprim	Valaciclovir	Valganciclovir	Velpatasvir	Voxilaprevir	Zanamivir	zidovudine
Protein_phosphatase_1	0.04587156	0.145631068	0.119565217	0.12716763	0.151162791	0.109677419	0.072992701	0.070469799	0.069444444	0.131147541	0.134831461	0.091836735	0.165048544	0.103092784	0.053231939	0.147540984	0.10738255	0.103092784	0.11023622	0.095238095	0.114678899	0.171875	0.136	0.096774194	0.203539823	0.059701493	0.106666667	0.125	0.124352332	0.033980583	0.11827957	0.191919192	0.134146341	0.098901099	0.043103448	0.11627907	0.130718954	0.125748503	0.116438356	0.098214286	0.070707071	0.090909091	0.156462585	0.210526316	0.137254902	0.063636364	0.12	0.035087719	0.149425287	0.084291188	0.152173913	1	0.04950495	0.218487395	0.166666667	0.132450331	0.083333333	0.087804878	0.179487179	0.021505376	0.111731844	0.132947977	0.115384615	0.114285714	0.096774194	0.206896552	0.044226044	0.222222222	0.239669421	0.175572519	0.129032258	0.183673469	0.12037037	0.115044248	0.114678899	0.110552764	0.035087719	0.067961165
Pyrazofurin	0.268292683	0.125	0.120481928	0.063218391	0.05027933	0.065789474	0.12295082	0.115523466	0.074626866	0.075630252	0.043478261	0.114942529	0.047619048	0.046153846	0.05952381	0.052631579	0.091549296	0.168674699	0.110169492	0.071428571	0.054298643	0.085271318	0.081967213	0.179487179	0.041322314	0.085561497	0.083333333	0.126436782	0.067010309	0.10326087	0.07027027	0.113402062	0.086419753	0.168831169	0.15625	0.055045872	0.065359477	0.053254438	0.085106383	0.269662921	0.523809524	0.12244898	0.088435374	0.071428571	0.070707071	0.091836735	0.085106383	0.14893617	0.046511628	0.045977011	0.071942446	0.04950495	1	0.106557377	0.130136986	0.192592593	0.424242424	0.121052632	0.032258065	0.049382716	0.05	0.081395349	0.066298343	0.123076923	0.164556962	0.079545455	0.077922078	0.098901099	0.06870229	0.066666667	0.057692308	0.06	0.099009901	0.115384615	0.063926941	0.07106599	0.173913043	0.19047619
Raltegravir	0.091603053	0.113636364	0.109243697	0.148717949	0.176165803	0.161849711	0.213793103	0.118971061	0.115853659	0.184397163	0.143564356	0.123966942	0.128787879	0.151658768	0.085106383	0.154589372	0.134502924	0.105691057	0.268656716	0.107692308	0.142857143	0.209459459	0.1875	0.11965812	0.161971831	0.09009009	0.13372093	0.10483871	0.165876777	0.075555556	0.167487685	0.185483871	0.174863388	0.112068966	0.111111111	0.144680851	0.16091954	0.179347826	0.142857143	0.117647059	0.106557377	0.173228346	0.206060606	0.152	0.169354839	0.106060606	0.165289256	0.097014925	0.102564103	0.142857143	0.160493827	0.218487395	0.106557377	1	0.146067416	0.136363636	0.090163934	0.135135135	0.167832168	0.008130081	0.163265306	0.184210526	0.154228856	0.163522013	0.129310345	0.165217391	0.075829384	0.103174603	0.15483871	0.12962963	0.179190751	0.141732283	0.127819549	0.131386861	0.147679325	0.168224299	0.097014925	0.103174603
Remdesivir	0.168918919	0.120253165	0.117241379	0.128888889	0.184331797	0.172588832	0.101604278	0.121661721	0.086734694	0.179640719	0.165178571	0.11409396	0.169934641	0.186956522	0.080385852	0.14957265	0.230769231	0.099337748	0.123595506	0.0875	0.170542636	0.167597765	0.175438596	0.102739726	0.153846154	0.105691057	0.243093923	0.128378378	0.135802469	0.088	0.1125	0.10625	0.218905473	0.104166667	0.125	0.136882129	0.16	0.193236715	0.187165775	0.159235669	0.145833333	0.111801242	0.211640212	0.122580645	0.158940397	0.165562914	0.125	0.156862745	0.152173913	0.117647059	0.12371134	0.166666667	0.130136986	0.146067416	1	0.155778894	0.147887324	0.13253012	0.145348837	0.054794521	0.194444444	0.197183099	0.134199134	0.414473684	0.102739726	0.146853147	0.095022624	0.173611111	0.357142857	0.196629213	0.206185567	0.129032258	0.176470588	0.193548387	0.1796875	0.12	0.113207547	0.097402597
Rhoifolin	0.157534247	0.088050314	0.074829932	0.091703057	0.104803493	0.146464646	0.12849162	0.198717949	0.034653465	0.122093023	0.127192982	0.094594595	0.09375	0.084677419	0.099337748	0.11814346	0.12244898	0.102040816	0.14619883	0.08974359	0.124528302	0.15819209	0.152046784	0.097902098	0.130177515	0.12605042	0.116161616	0.079470199	0.105691057	0.229357798	0.11440678	0.291044776	0.110599078	0.107142857	0.086419753	0.125954198	0.145728643	0.104545455	0.084577114	0.202702703	0.192592593	0.100628931	0.125	0.111111111	0.089171975	0.061728395	0.056962025	0.067901235	0.107142857	0.100977199	0.103092784	0.132450331	0.192592593	0.136363636	0.155778894	1	0.169117647	0.163179916	0.128654971	0.02739726	0.090128755	0.096069869	0.12173913	0.153005464	0.121428571	0.118881119	0.194029851	0.071428571	0.102150538	0.050251256	0.133004926	0.103225806	0.066666667	0.077380952	0.133079848	0.112903226	0.088050314	0.12244898
Ribavirin	0.307692308	0.164835165	0.151898734	0.070175439	0.050847458	0.066666667	0.106557377	0.104316547	0.083969466	0.06779661	0.049723757	0.104651163	0.048543689	0.052083333	0.051587302	0.058823529	0.085106383	0.202531646	0.093220339	0.051020408	0.054794521	0.069767442	0.083333333	0.184210526	0.042016807	0.086486486	0.076923077	0.156626506	0.067708333	0.098360656	0.071038251	0.070707071	0.0875	0.189189189	0.172043011	0.055555556	0.066225166	0.047619048	0.094202899	0.321428571	0.593220339	0.08	0.082191781	0.084210526	0.072164948	0.105263158	0.111111111	0.152173913	0.023255814	0.046332046	0.088888889	0.083333333	0.424242424	0.090163934	0.147887324	0.169117647	1	0.104712042	0.041322314	0.050632911	0.050561798	0.082352941	0.067039106	0.11627907	0.153846154	0.068965517	0.067183463	0.139534884	0.095238095	0.092307692	0.051612903	0.072164948	0.12371134	0.14	0.069444444	0.071794872	0.177777778	0.180722892
Rifabutin	0.12755102	0.09223301	0.065989848	0.139622642	0.109090909	0.148148148	0.144144144	0.14516129	0.115384615	0.084070796	0.136029412	0.103092784	0.075829384	0.114583333	0.153153153	0.156934307	0.128630705	0.086294416	0.148148148	0.082926829	0.162790698	0.142222222	0.142201835	0.071794872	0.094594595	0.212121212	0.128099174	0.075	0.157142857	0.167883212	0.149635036	0.113861386	0.131274131	0.07253886	0.096153846	0.172297297	0.133603239	0.134615385	0.134453782	0.133004926	0.115183246	0.140703518	0.135245902	0.115577889	0.093137255	0.098039216	0.095	0.09223301	0.056122449	0.150442478	0.127118644	0.087804878	0.121052632	0.135135135	0.13253012	0.163179916	0.104712042	1	0.079295154	0.057591623	0.096774194	0.113970588	0.201550388	0.158590308	0.111702128	0.076142132	0.115303983	0.07960199	0.112554113	0.101265823	0.11023622	0.087804878	0.101449275	0.104265403	0.170568562	0.17562724	0.081730769	0.095959596
Rilpivirine	0.03030303	0.09375	0.077586207	0.095959596	0.12244898	0.127906977	0.090322581	0.062305296	0.023255814	0.167883212	0.148717949	0.084033613	0.163934426	0.113207547	0.049122807	0.137254902	0.113095238	0.066115702	0.116438356	0.096	0.127659574	0.219858156	0.138888889	0.050847458	0.449541284	0.049107143	0.112426036	0.074380165	0.096330275	0.02173913	0.100478469	0.147540984	0.124324324	0.060869565	0.04379562	0.129310345	0.153846154	0.147540984	0.094674556	0.106870229	0.040650407	0.083969466	0.122807018	0.181034483	0.12195122	0.037313433	0.072	0.029411765	0.150943396	0.105072464	0.152866242	0.179487179	0.032258065	0.167832168	0.145348837	0.128654971	0.041322314	0.079295154	1	0.00862069	0.121827411	0.117948718	0.119402985	0.098765432	0.07826087	0.175925926	0.064285714	0.073170732	0.124183007	0.060240964	0.165680473	0.15	0.083333333	0.080291971	0.132478632	0.089686099	0.029411765	0.056
Rimantadine	0.033333333	0.08988764	0.012345679	0.080745342	0.011428571	0.048611111	0.06779661	0.027586207	0.090163934	0.017391304	0.034285714	0.036144578	0.03125	0.037634409	0.02811245	0.061797753	0.074626866	0.048780488	0.052631579	0.044444444	0.057142857	0.0078125	0.025423729	0.051948052	0.017699115	0.078651685	0.058394161	0.023529412	0.076923077	0.066666667	0.080924855	0	0.057692308	0.053333333	0.063829787	0.073529412	0.04109589	0.037267081	0.118110236	0.0625	0.049382716	0.020618557	0.087591241	0.044444444	0.010638298	0.078651685	0.011111111	0.08988764	0	0.048	0.078125	0.021505376	0.049382716	0.008130081	0.054794521	0.02739726	0.050632911	0.057591623	0.00862069	1	0.017142857	0.080246914	0.096385542	0.0546875	0.038461538	0.024390244	0.015075377	0.047058824	0.032	0.031007752	0.026666667	0.021505376	0.052631579	0.05	0.057142857	0.075268817	0.065934066	0.072289157
Ritonavir	0.059139785	0.069148936	0.081395349	0.139344262	0.36407767	0.138392857	0.074766355	0.172011662	0.102325581	0.188172043	0.17768595	0.061452514	0.140449438	0.659217877	0.097560976	0.220833333	0.278350515	0.055555556	0.098039216	0.053191489	0.234848485	0.153465347	0.153846154	0.057142857	0.111675127	0.064748201	0.257575758	0.085227273	0.127819549	0.068592058	0.102272727	0.086486486	0.305825243	0.063953488	0.108695652	0.196296296	0.132743363	0.464864865	0.154929577	0.08994709	0.05	0.097297297	0.210526316	0.093922652	0.16374269	0.104972376	0.101694915	0.098360656	0.158227848	0.154574132	0.105022831	0.111731844	0.05	0.163265306	0.194444444	0.090128755	0.050561798	0.096774194	0.121827411	0.017142857	1	0.309859155	0.139442231	0.183168317	0.063218391	0.105882353	0.090128755	0.084269663	0.207253886	0.156097561	0.216981132	0.099447514	0.133333333	0.142076503	0.230188679	0.109489051	0.092391304	0.048913043
Saquinavir	0.071823204	0.131428571	0.082840237	0.222222222	0.362745098	0.161290323	0.140703518	0.14	0.244680851	0.197802198	0.170124481	0.074712644	0.123595506	0.295154185	0.075301205	0.239316239	0.310160428	0.093567251	0.14507772	0.089385475	0.256809339	0.16751269	0.132653061	0.083333333	0.102040816	0.118320611	0.28125	0.086705202	0.227272727	0.105660377	0.210084034	0.081967213	0.407407407	0.090909091	0.13559322	0.22605364	0.171296296	0.34	0.215	0.10326087	0.087719298	0.092896175	0.533742331	0.120689655	0.152941176	0.119318182	0.103448276	0.144508671	0.153846154	0.18627451	0.183168317	0.132947977	0.081395349	0.184210526	0.197183099	0.096069869	0.082352941	0.113970588	0.117948718	0.080246914	0.309859155	1	0.164609053	0.185929648	0.083333333	0.114457831	0.095444685	0.085714286	0.18556701	0.119617225	0.214285714	0.082872928	0.110497238	0.119565217	0.266666667	0.199203187	0.125	0.085714286
Simeprevir	0.086486486	0.132596685	0.079545455	0.287671233	0.117647059	0.171945701	0.158415842	0.140449438	0.126168224	0.108374384	0.156	0.096045198	0.112903226	0.148854962	0.113149847	0.207317073	0.150684932	0.102272727	0.157360406	0.103825137	0.213235294	0.150485437	0.186528497	0.073863636	0.143589744	0.181102362	0.155251142	0.083333333	0.256198347	0.132075472	0.311111111	0.108108108	0.128099174	0.080924855	0.077720207	0.224719101	0.171171171	0.155462185	0.201923077	0.111111111	0.066298343	0.112903226	0.178899083	0.147727273	0.121546961	0.096774194	0.099447514	0.078947368	0.080924855	0.201298701	0.23	0.115384615	0.066298343	0.154228856	0.134199134	0.12173913	0.067039106	0.201550388	0.119402985	0.096385542	0.139442231	0.164609053	1	0.168269231	0.098837209	0.122807018	0.091684435	0.076502732	0.144927536	0.110599078	0.134199134	0.134078212	0.124324324	0.121052632	0.2	0.262295082	0.062176166	0.094444444
Sofosbuvir	0.232	0.097222222	0.091603053	0.140776699	0.178217822	0.197740113	0.140243902	0.111455108	0.114942529	0.163398693	0.141509434	0.176	0.126760563	0.165137615	0.081911263	0.168224299	0.22754491	0.122137405	0.16025641	0.107142857	0.179166667	0.158536585	0.189542484	0.118110236	0.1	0.119469027	0.240963855	0.096296296	0.178899083	0.109649123	0.137614679	0.104895105	0.189473684	0.138211382	0.125874126	0.166666667	0.157608696	0.206349206	0.208333333	0.147887324	0.131782946	0.103448276	0.206896552	0.123188406	0.164179104	0.129496403	0.117647059	0.112676056	0.157024793	0.133333333	0.117977528	0.114285714	0.123076923	0.163522013	0.414473684	0.153005464	0.11627907	0.158590308	0.098765432	0.0546875	0.183168317	0.185929648	0.168269231	1	0.193277311	0.124031008	0.086448598	0.111111111	0.386861314	0.182926829	0.174863388	0.090909091	0.158273381	0.160839161	0.194092827	0.154867257	0.112676056	0.181102362
stavudine	0.204819277	0.181818182	0.155844156	0.071005917	0.063583815	0.112676056	0.156521739	0.066433566	0.052631579	0.087719298	0.062146893	0.55	0.081632653	0.063829787	0.052	0.076923077	0.102189781	0.24	0.165137615	0.122222222	0.065116279	0.114754098	0.132743363	0.23943662	0.079646018	0.087431694	0.09352518	0.160493827	0.085561497	0.064171123	0.08988764	0.106382979	0.088607595	0.228571429	0.114583333	0.066037736	0.081632653	0.101265823	0.095588235	0.159574468	0.179487179	0.115789474	0.106382979	0.16091954	0.096774194	0.084210526	0.126436782	0.072164948	0.088607595	0.054901961	0.115384615	0.096774194	0.164556962	0.129310345	0.102739726	0.121428571	0.153846154	0.111702128	0.07826087	0.038461538	0.063218391	0.083333333	0.098837209	0.193277311	1	0.1375	0.051150895	0.11627907	0.088	0.076923077	0.087837838	0.085106383	0.126315789	0.142857143	0.075117371	0.089473684	0.11827957	0.476923077
sulfamethoxazole	0.072916667	0.114583333	0.108433735	0.115151515	0.106508876	0.118055556	0.096774194	0.058419244	0.036231884	0.165137615	0.110465116	0.129411765	0.172043011	0.10326087	0.031007752	0.099447514	0.232	0.090909091	0.140350877	0.130434783	0.094339623	0.168067227	0.129310345	0.109756098	0.19047619	0.052083333	0.23015873	0.102272727	0.107526882	0.035897436	0.106741573	0.175824176	0.114649682	0.126582278	0.078431373	0.09047619	0.117241379	0.113207547	0.109489051	0.108910891	0.079545455	0.09	0.127659574	0.168539326	0.179775281	0.070707071	0.097826087	0.049019608	0.171052632	0.075098814	0.184	0.206896552	0.079545455	0.165217391	0.146853147	0.118881119	0.068965517	0.076142132	0.175925926	0.024390244	0.105882353	0.114457831	0.122807018	0.124031008	0.1375	1	0.050761421	0.112359551	0.148760331	0.083333333	0.179856115	0.129032258	0.111111111	0.105769231	0.094339623	0.09947644	0.080808081	0.1
Teicoplanin	0.068181818	0.041463415	0.037783375	0.086206897	0.095032397	0.093181818	0.072941176	0.171641791	0.049886621	0.090243902	0.120614035	0.042606516	0.061881188	0.096436059	0.099437148	0.099576271	0.087155963	0.042606516	0.07398568	0.044334975	0.124236253	0.100719424	0.089371981	0.040506329	0.067146283	0.092050209	0.086956522	0.0425	0.08677686	0.134782609	0.088421053	0.089285714	0.102449889	0.043367347	0.08040201	0.111336032	0.092970522	0.104444444	0.051224944	0.096446701	0.075129534	0.0725	0.081264108	0.04950495	0.05721393	0.075757576	0.057788945	0.072864322	0.043367347	0.123339658	0.070938215	0.044226044	0.077922078	0.075829384	0.095022624	0.194029851	0.067183463	0.115303983	0.064285714	0.015075377	0.090128755	0.095444685	0.091684435	0.086448598	0.051150895	0.050761421	1	0.032019704	0.060046189	0.049886621	0.102505695	0.051980198	0.04622871	0.050724638	0.128834356	0.090534979	0.072864322	0.055415617
Tenofovir	0.14893617	0.191489362	0.25974026	0.06779661	0.078651685	0.064102564	0.068181818	0.068259386	0.042253521	0.090909091	0.094972067	0.10989011	0.117647059	0.077720207	0.05859375	0.079365079	0.104166667	0.188235294	0.08	0.058252427	0.058035714	0.082706767	0.123966942	0.142857143	0.101694915	0.056122449	0.142857143	0.307692308	0.055	0.040201005	0.057591623	0.076923077	0.090909091	0.13253012	0.095238095	0.058823529	0.077419355	0.083333333	0.097902098	0.125	0.136363636	0.096153846	0.093333333	0.12371134	0.1	0.088235294	0.139784946	0.076923077	0.056179775	0.049242424	0.077464789	0.222222222	0.098901099	0.103174603	0.173611111	0.071428571	0.139534884	0.07960199	0.073170732	0.047058824	0.084269663	0.085714286	0.076502732	0.111111111	0.11627907	0.112359551	0.032019704	1	0.454545455	0.436893204	0.083333333	0.145833333	0.23655914	0.25	0.067567568	0.064356436	0.087378641	0.094736842
Tenofovir_alafenamide	0.080291971	0.151515152	0.170940171	0.128078818	0.18974359	0.150837989	0.083832335	0.106583072	0.08045977	0.178082192	0.174129353	0.084615385	0.157894737	0.180952381	0.079861111	0.173076923	0.213414634	0.119047619	0.114649682	0.071942446	0.168776371	0.157232704	0.189189189	0.088	0.140939597	0.073913043	0.234567901	0.193277311	0.130630631	0.055555556	0.105022831	0.085714286	0.182795699	0.089430894	0.09929078	0.141666667	0.15	0.2	0.193939394	0.105633803	0.09375	0.1	0.2	0.146153846	0.19047619	0.126865672	0.149606299	0.09352518	0.155172414	0.116197183	0.128654971	0.239669421	0.06870229	0.15483871	0.357142857	0.102150538	0.095238095	0.112554113	0.124183007	0.032	0.207253886	0.18556701	0.144927536	0.386861314	0.088	0.148760331	0.060046189	0.454545455	1	0.480314961	0.161111111	0.153846154	0.25	0.25984252	0.173728814	0.108695652	0.085714286	0.066666667
Tenofovir_disoproxil	0.09352518	0.122302158	0.165289256	0.114832536	0.129186603	0.105263158	0.069364162	0.112149533	0.097142857	0.128205128	0.126760563	0.074074074	0.112676056	0.130044843	0.09375	0.142857143	0.127777778	0.115384615	0.078313253	0.040816327	0.115079365	0.08045977	0.125	0.085271318	0.080745342	0.077253219	0.146067416	0.18699187	0.085106383	0.072649573	0.088495575	0.04	0.114427861	0.078125	0.104166667	0.116465863	0.076530612	0.135678392	0.110497238	0.087837838	0.090909091	0.104895105	0.112299465	0.085106383	0.115942029	0.148148148	0.162790698	0.098591549	0.037593985	0.099315068	0.08839779	0.175572519	0.066666667	0.12962963	0.196629213	0.050251256	0.092307692	0.101265823	0.060240964	0.031007752	0.156097561	0.119617225	0.110599078	0.182926829	0.076923077	0.083333333	0.049886621	0.436893204	0.480314961	1	0.086734694	0.132352941	0.2421875	0.251908397	0.119521912	0.097457627	0.090909091	0.064748201
Tipranavir	0.074534161	0.079268293	0.087248322	0.123893805	0.218009479	0.178571429	0.138121547	0.083094556	0.054455446	0.165680473	0.208333333	0.092105263	0.169934641	0.207964602	0.080385852	0.14957265	0.237569061	0.08496732	0.162790698	0.152317881	0.166023166	0.215116279	0.168604651	0.080536913	0.140350877	0.066666667	0.236263736	0.091503268	0.154811715	0.05019305	0.117154812	0.149350649	0.231155779	0.081632653	0.065088757	0.141221374	0.247311828	0.247474747	0.15625	0.096385542	0.064516129	0.125786164	0.186528497	0.12987013	0.151315789	0.093167702	0.11038961	0.079268293	0.160583942	0.114006515	0.141361257	0.129032258	0.057692308	0.179190751	0.206185567	0.133004926	0.051612903	0.11023622	0.165680473	0.026666667	0.216981132	0.214285714	0.134199134	0.174863388	0.087837838	0.179856115	0.102505695	0.083333333	0.161111111	0.086734694	1	0.114649682	0.097560976	0.101190476	0.188976378	0.138211382	0.05988024	0.076433121
Trimethoprim	0.065420561	0.145631068	0.144444444	0.12716763	0.1	0.109677419	0.097014925	0.085034014	0.033557047	0.112903226	0.103825137	0.080808081	0.132075472	0.091836735	0.049242424	0.111111111	0.085526316	0.091836735	0.11023622	0.074766355	0.099547511	0.119402985	0.193277311	0.108695652	0.192982456	0.081218274	0.092105263	0.136842105	0.074257426	0.03902439	0.106382979	0.102803738	0.081395349	0.098901099	0.07079646	0.100917431	0.161073826	0.093023256	0.079470199	0.128440367	0.070707071	0.153846154	0.06918239	0.12745098	0.126213592	0.083333333	0.108910891	0.044247788	0.075268817	0.092664093	0.127659574	0.183673469	0.06	0.141732283	0.129032258	0.103225806	0.072164948	0.087804878	0.15	0.021505376	0.099447514	0.082872928	0.134078212	0.090909091	0.085106383	0.129032258	0.051980198	0.145833333	0.153846154	0.132352941	0.114649682	1	0.163461538	0.155963303	0.125	0.105	0.053571429	0.057692308
Valaciclovir	0.112149533	0.14953271	0.588235294	0.092896175	0.109289617	0.099378882	0.085714286	0.094594595	0.074324324	0.134920635	0.15	0.12	0.126126126	0.123076923	0.072243346	0.12565445	0.133333333	0.191489362	0.097744361	0.071428571	0.102222222	0.09929078	0.166666667	0.126315789	0.1015625	0.073891626	0.14	0.345238095	0.088235294	0.058252427	0.092307692	0.060344828	0.104046243	0.117021277	0.115044248	0.108597285	0.09202454	0.135294118	0.12	0.122807018	0.121212121	0.136363636	0.100628931	0.121495327	0.12037037	0.150943396	0.193877551	0.098214286	0.060606061	0.086792453	0.108108108	0.12037037	0.099009901	0.127819549	0.176470588	0.066666667	0.12371134	0.101449275	0.083333333	0.052631579	0.133333333	0.110497238	0.124324324	0.158273381	0.126315789	0.111111111	0.04622871	0.23655914	0.25	0.2421875	0.097560976	0.163461538	1	0.723684211	0.117117117	0.097087379	0.108108108	0.116504854
Valganciclovir	0.117117117	0.163636364	0.506666667	0.090425532	0.11827957	0.096385542	0.090277778	0.104026846	0.071895425	0.129770992	0.121693122	0.13592233	0.120689655	0.125628141	0.078947368	0.128205128	0.14379085	0.206185567	0.102189781	0.068376068	0.104803493	0.103448276	0.1875	0.142857143	0.097744361	0.077294686	0.150326797	0.456790123	0.086124402	0.061904762	0.09	0.066666667	0.107344633	0.134020619	0.139130435	0.111111111	0.095808383	0.144508671	0.116129032	0.136752137	0.137254902	0.140350877	0.104294479	0.116071429	0.115044248	0.154545455	0.184466019	0.103448276	0.057692308	0.089219331	0.104575163	0.115044248	0.115384615	0.131386861	0.193548387	0.077380952	0.14	0.104265403	0.080291971	0.05	0.142076503	0.119565217	0.121052632	0.160839161	0.142857143	0.105769231	0.050724638	0.25	0.25984252	0.251908397	0.101190476	0.155963303	0.723684211	1	0.119469027	0.09478673	0.132743363	0.132075472
Velpatasvir	0.085585586	0.103603604	0.069767442	0.224334601	0.279527559	0.19123506	0.146443515	0.140664962	0.165975104	0.147186147	0.192028986	0.068493151	0.107623318	0.222222222	0.100817439	0.434042553	0.201646091	0.088372093	0.150214592	0.080357143	0.450980392	0.183760684	0.159482759	0.060185185	0.123931624	0.133333333	0.200819672	0.073059361	0.182130584	0.107491857	0.175438596	0.108597285	0.213178295	0.0657277	0.097345133	0.428015564	0.185770751	0.23046875	0.198347107	0.111111111	0.068807339	0.097777778	0.207317073	0.125581395	0.130232558	0.094170404	0.081447964	0.098654709	0.107317073	0.339869281	0.167346939	0.114678899	0.063926941	0.147679325	0.1796875	0.133079848	0.069444444	0.170568562	0.132478632	0.057142857	0.230188679	0.266666667	0.2	0.194092827	0.075117371	0.094339623	0.128834356	0.067567568	0.173728814	0.119521912	0.188976378	0.125	0.117117117	0.119469027	1	0.179661017	0.079295154	0.077272727
Voxilaprevir	0.089552239	0.109452736	0.072164948	0.265822785	0.126394052	0.139917695	0.161290323	0.118733509	0.177272727	0.104545455	0.124542125	0.087179487	0.09223301	0.119298246	0.107246377	0.171003717	0.129707113	0.092783505	0.160377358	0.12244898	0.175675676	0.103896104	0.127853881	0.078125	0.095454545	0.182156134	0.119834711	0.075757576	0.61	0.169117647	0.55721393	0.077294686	0.145669291	0.078947368	0.102439024	0.219081272	0.153526971	0.131274131	0.185840708	0.106796117	0.07106599	0.108374384	0.200873362	0.111111111	0.099502488	0.104477612	0.090452261	0.098522167	0.051282051	0.186544343	0.189189189	0.110552764	0.07106599	0.168224299	0.12	0.112903226	0.071794872	0.17562724	0.089686099	0.075268817	0.109489051	0.199203187	0.262295082	0.154867257	0.089473684	0.09947644	0.090534979	0.064356436	0.108695652	0.097457627	0.138211382	0.105	0.097087379	0.09478673	0.179661017	1	0.082524272	0.091370558
Zanamivir	0.126213592	0.090909091	0.071428571	0.082417582	0.092896175	0.067484663	0.095588235	0.099315068	0.122302158	0.111111111	0.051546392	0.101010101	0.051724138	0.074626866	0.060836502	0.076142132	0.128378378	0.09	0.1	0.044642857	0.079295154	0.09352518	0.125	0.106382979	0.037593985	0.085858586	0.105263158	0.1	0.078817734	0.096938776	0.076923077	0.071428571	0.119047619	0.108695652	0.5375	0.07079646	0.060606061	0.091954023	0.085526316	0.126126126	0.186813187	0.119266055	0.131578947	0.044642857	0.102803738	0.239583333	0.085714286	0.237113402	0.02	0.059479554	0.073333333	0.035087719	0.173913043	0.097014925	0.113207547	0.088050314	0.177777778	0.081730769	0.029411765	0.065934066	0.092391304	0.125	0.062176166	0.112676056	0.11827957	0.080808081	0.072864322	0.087378641	0.085714286	0.090909091	0.05988024	0.053571429	0.108108108	0.132743363	0.079295154	0.082524272	1	0.131313131
zidovudine	0.213483146	0.154639175	0.141176471	0.073863636	0.049180328	0.099337748	0.165289256	0.068259386	0.064748201	0.064516129	0.053763441	0.383561644	0.055555556	0.055837563	0.05859375	0.068062827	0.096551724	0.231707317	0.153846154	0.101010101	0.062780269	0.099236641	0.105691057	0.246753247	0.056910569	0.10106383	0.081081081	0.146067416	0.087628866	0.07253886	0.091891892	0.076923077	0.084337349	0.220779221	0.116504854	0.068493151	0.070512821	0.089820359	0.097902098	0.17	0.204819277	0.117647059	0.108108108	0.135416667	0.067961165	0.099009901	0.115789474	0.098039216	0.056179775	0.053231939	0.100719424	0.067961165	0.19047619	0.103174603	0.097402597	0.12244898	0.180722892	0.095959596	0.056	0.072289157	0.048913043	0.085714286	0.094444444	0.181102362	0.476923077	0.1	0.055415617	0.094736842	0.066666667	0.064748201	0.076433121	0.057692308	0.116504854	0.132075472	0.077272727	0.091370558	0.131313131	1